Geo_ID,Geographic Area Name,Year,Estimate HOUSING OCCUPANCY Total housing units,Estimate HOUSING OCCUPANCY Occupied housing units,Estimate HOUSING OCCUPANCY Vacant housing units,Estimate YEAR STRUCTURE BUILT Total housing units,Estimate YEAR STRUCTURE BUILT Built 2005 or later,Estimate YEAR STRUCTURE BUILT Built 2000 to 2004,Estimate YEAR STRUCTURE BUILT Built 1990 to 1999,Estimate YEAR STRUCTURE BUILT Built 1980 to 1989,Estimate YEAR STRUCTURE BUILT Built 1970 to 1979,Estimate YEAR STRUCTURE BUILT Built 1960 to 1969,Estimate YEAR STRUCTURE BUILT Built 1950 to 1959,Estimate YEAR STRUCTURE BUILT Built 1940 to 1949,Estimate YEAR STRUCTURE BUILT Built 1939 or earlier,Estimate YEAR HOUSEHOLDER MOVED INTO UNIT Occupied housing units,Estimate YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2005 or later,Estimate YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2000 to 2004,Estimate YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 1990 to 1999,Estimate YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 1980 to 1989,Estimate YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 1970 to 1979,Estimate YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 1969 or earlier,Estimate VALUE Owner-occupied units,"Estimate VALUE Less than $50,000","Estimate VALUE $50,000 to $99,999","Estimate VALUE $100,000 to $149,999","Estimate VALUE $150,000 to $199,999","Estimate VALUE $200,000 to $299,999","Estimate VALUE $300,000 to $499,999","Estimate VALUE $500,000 to $999,999","Estimate VALUE $1,000,000 or more",Estimate VALUE Median (dollars),State
63500,"Round Rock city, Texas",2018,44961,40854,4107,44961,7608,1819,13932,9518,6050,4804,418,393,182,3.03,40854,11740,7820,8077,8355,3051,24097,426,32,1095,3991,8784,8242,1469,58,,Texas
64472,"San Angelo city, Texas",2018,41981,37432,4549,41981,1045,699,3887,3867,6218,8091,5285,8976,1818,2.51,37432,8775,7053,6106,6697,4289,22280,2877,4880,3307,4878,4235,1088,953,62,,Texas
4000,"Arlington city, Texas",2018,145021,135867,9154,145021,2453,2114,17333,21526,45090,32196,12841,9126,1059,2.65,135867,31560,26728,24160,26231,15362,74122,1619,5791,14058,20233,23508,7606,1099,208,,Texas
6128,"Baytown city, Texas",2018,31056,27351,3705,31056,1837,821,5423,2946,3322,6067,3788,2507,2737,2.6,27351,6571,4230,5014,6259,2120,15637,1576,4018,4174,3275,2081,465,48,0,130500,Texas
13552,"Cedar Park city, Texas",2018,25880,24767,1113,25880,3146,3161,10351,5728,2034,634,625,0,52,2.59,24767,6840,5458,4841,5664,1461,15580,273,120,50,1184,5490,6379,1746,338,,Texas
15976,"College Station city, Texas",2018,49779,41868,7911,49779,5280,4886,10684,10221,6145,9533,1208,1135,90,2.4,41868,16164,10702,6583,4811,2828,15424,362,0,694,2376,5685,4631,1437,239,,Texas
16432,"Conroe city, Texas",2018,37418,33852,3566,37418,4685,3096,10340,5450,5398,5379,1277,1450,152,2.24,33852,10416,6164,8584,5916,1735,17603,1252,2269,2144,3361,3564,3762,1178,73,196200,Texas
19972,"Denton city, Texas",2018,55701,48769,6932,55701,3672,3760,12183,8755,9399,8475,4625,2560,1383,2.52,48769,16301,9959,8909,10422,1206,22845,996,536,1217,3789,9950,5445,723,189,,Texas
22660,"Edinburg city, Texas",2018,31590,28003,3587,31590,2692,2773,11004,6428,3037,1884,2147,1186,149,3.16,28003,4657,5088,6779,6394,2729,16240,2063,3844,3848,3522,2154,493,182,134,,Texas
27684,"Frisco city, Texas",2018,68947,63562,5385,68947,14544,7820,29210,13507,2158,703,125,583,33,2.26,63562,14779,14193,14851,17152,2381,44896,184,170,285,661,5301,23405,13828,1062,,Texas
42508,"Lewisville city, Texas",2018,43121,38738,4383,43121,3223,1943,7970,13198,9433,4788,1366,732,186,2.53,38738,12035,8826,5736,6840,3894,15973,938,250,1464,2477,7663,3103,12,66,,Texas
45000,"Lubbock city, Texas",2018,109673,97457,12216,109673,7658,4279,17197,13621,14679,20126,11761,12729,4903,2.36,97457,31085,20113,13377,17471,6909,51213,4026,10447,12016,9815,8570,4754,1432,153,,Texas
57200,"Pharr city, Texas",2018,24899,20861,4038,24899,1997,1253,8107,6137,2500,2625,1014,541,450,3.56,20861,2710,4243,4319,5167,2145,12398,2776,5244,2374,1445,443,0,116,0,,Texas
35000,"Houston city, Texas",2018,976745,849105,127640,976745,60667,40856,131476,97249,134987,193413,128377,99878,46976,2.54,849105,236465,173319,155440,144173,71000,355592,17954,62262,62868,51277,54165,55504,37931,13631,179100,Texas
37000,"Irving city, Texas",2018,92427,85295,7132,92427,3731,4616,10428,17608,20050,13351,12423,7865,1443,2.66,85295,30869,17347,16205,12285,5323,26684,909,1531,4853,5999,5379,5652,2189,172,,Texas
47892,"Mesquite city, Texas",2018,50279,47591,2688,50279,627,681,5135,6156,14186,9100,6822,6336,789,2.94,47591,9662,7699,9531,11590,4444,26534,660,3929,7530,7961,5321,945,145,43,,Texas
48768,"Mission city, Texas",2018,29643,24385,5258,29643,1994,1382,8486,6291,5269,2456,2232,583,848,3.51,24385,4009,5000,4626,5421,2619,16784,2571,5460,3514,2639,1641,634,325,0,,Texas
75428,"Victoria city, Texas",2018,27425,23878,3547,27425,1225,734,2563,2614,4301,5802,2404,5259,1636,2.37,23878,6141,3503,3102,5380,2440,14644,1272,2928,3786,3282,2262,1031,83,0,,Texas
4462,"Atascocita CDP, Texas",2018,26498,25094,1404,26498,2704,2005,9628,6280,3670,2029,0,132,0,3.43,25094,5080,4413,5724,6578,2414,20140,283,202,2192,6619,7982,2605,257,0,,Texas
5000,"Austin city, Texas",2018,425076,390395,34681,425076,36769,25110,74120,59816,86359,68109,33639,20317,8712,2.23,390395,126843,81433,67438,60825,30684,175016,3698,2505,4814,10443,40882,63248,40612,8814,,Texas
10912,"Bryan city, Texas",2018,32709,29701,3008,32709,2490,1901,4365,3979,4835,6727,3650,2686,1019,2.3,29701,8951,6000,6016,4902,1900,13358,1442,2523,1981,2944,2928,1062,327,151,,Texas
39148,"Killeen city, Texas",2018,59877,52186,7691,59877,4481,4104,13043,11360,9432,9506,4415,2594,635,2.79,52186,20503,12200,6064,7090,3884,22549,788,6035,7151,4366,3236,666,276,31,,Texas
50820,"New Braunfels city, Texas",2018,33688,29781,3907,33688,6239,3639,6898,4351,4141,3912,1031,1416,756,2.33,29781,6404,7405,6588,5781,2142,18945,973,697,1374,2863,7995,4491,552,0,,Texas
74144,"Tyler city, Texas",2018,41820,35597,6223,41820,1232,2703,4639,6927,6115,5649,4682,5530,2176,2.54,35597,8757,8418,5260,6819,3506,17806,871,2570,3468,4024,3157,2664,763,289,,Texas
79000,"Wichita Falls city, Texas",2018,41977,35436,6541,41977,596,1047,3228,3897,4758,7021,6430,6700,3683,2.43,35436,9567,6203,5648,6661,2969,20399,3234,7384,3753,2723,2627,458,220,0,,Texas
32372,"Harlingen city, Texas",2018,25591,21504,4087,25591,540,407,4214,3356,6222,3410,2387,3358,1142,2.88,21504,4276,3138,4159,4696,2315,12930,3190,4603,2699,1651,374,336,0,77,,Texas
61796,"Richardson city, Texas",2018,47700,43922,3778,47700,3916,2176,4242,6546,5299,12842,8219,3839,343,2.61,43922,12546,6596,6845,8434,3992,24637,200,74,699,1712,8254,11418,1753,527,,Texas
3000,"Amarillo city, Texas",2018,85163,77403,7760,85163,3195,2666,8532,8011,7669,13417,11244,18275,6205,2.29,77403,20445,13636,13651,14135,8023,45691,4992,10444,9930,8939,7384,2919,970,113,,Texas
13024,"Carrollton city, Texas",2018,50756,49232,1524,50756,3153,2009,4248,9003,16175,10884,3695,1237,0,2.57,49232,9263,9820,9845,10292,6278,28742,565,314,1199,4476,10914,9439,1648,187,,Texas
29000,"Garland city, Texas",2018,77626,74489,3137,77626,1891,918,6887,6599,14419,25800,12533,7049,1195,3.03,74489,15813,10004,11686,18870,9401,47367,744,3435,10508,14878,12799,4328,496,179,,Texas
41464,"Laredo city, Texas",2018,78601,71160,7441,78601,4503,3686,18138,17412,8861,11260,4766,4402,3287,3.33,71160,11745,10946,11928,18807,8952,42499,3521,10954,11409,7469,5916,2307,923,0,,Texas
43888,"Longview city, Texas",2018,35037,30554,4483,35037,1462,581,4173,3463,5158,7833,4843,4786,1417,2.16,30554,7869,7068,4670,5419,2286,15549,2019,2664,3426,3594,2418,1190,238,0,,Texas
45744,"McKinney city, Texas",2018,68525,63889,4636,68525,12284,7350,27697,11233,4222,1356,1505,798,991,2.7,63889,20177,12562,13023,13944,3361,42687,968,332,1208,1838,12992,20621,4373,355,,Texas
46452,"Mansfield city, Texas",2018,23203,22719,484,23203,1747,1042,10756,3771,3443,1367,633,235,28,3.12,22719,5234,3316,4038,7489,1477,17831,576,244,1095,2706,6027,6466,585,132,,Texas
48804,"Missouri City city, Texas",2018,26023,24522,1501,26023,2377,468,5895,6533,3813,5444,631,770,92,2.9,24522,3074,4089,4796,6247,4437,18906,381,755,2633,3965,5965,4167,816,224,226100,Texas
72176,"Temple city, Texas",2018,31729,28805,2924,31729,2296,2559,5164,3680,4454,4930,3676,2793,970,2.46,28805,8433,5864,4293,5251,2626,16386,925,2864,4156,4278,3233,671,129,130,,Texas
7000,"Beaumont city, Texas",2018,50621,44288,6333,50621,970,1719,5776,5749,5958,9925,8370,7702,2237,2.28,44288,9623,6657,9467,8983,4100,24233,3645,6731,4378,3982,2682,2077,604,134,,Texas
24000,"El Paso city, Texas",2018,252256,227506,24750,252256,10696,15787,39034,34428,33896,41146,24339,29369,12266,2.71,227506,53668,34739,33470,46700,26030,132531,6848,33022,40404,27235,16578,6344,1895,205,,Texas
30464,"Grand Prairie city, Texas",2018,66350,62349,4001,66350,3828,3353,12395,8996,14137,10800,4473,5705,2497,2.75,62349,11540,13933,10165,14739,6482,37047,1396,5230,6219,9933,9105,4340,524,300,,Texas
45384,"McAllen city, Texas",2018,50698,43937,6761,50698,1619,3216,10882,10330,9133,9210,2653,2608,795,3.01,43937,8154,6415,8576,13219,3828,26684,2500,5833,8127,5515,2954,1234,181,340,,Texas
56000,"Pasadena city, Texas",2018,52392,46703,5689,52392,1669,784,4386,5705,7978,9290,8446,10676,2627,3.17,46703,11483,7336,8270,10592,4382,24832,2270,4397,8357,3837,3351,2064,341,215,132100,Texas
56348,"Pearland city, Texas",2018,45490,42409,3081,45490,5617,4540,15077,10668,3997,3264,2021,306,0,2.16,42409,9863,8137,8773,9440,4476,29789,878,1012,1632,4821,12159,8487,800,0,259300,Texas
58016,"Plano city, Texas",2018,110239,102778,7461,110239,6278,3015,14405,36101,29323,15779,3971,651,302,2.53,102778,24997,16915,18719,22745,13705,59404,793,491,886,4172,16317,26966,8812,967,,Texas
63572,"Rowlett city, Texas",2018,22329,21477,852,22329,2118,175,4126,5975,7216,1902,348,363,51,3.59,21477,4907,3607,2311,6168,3216,18171,124,257,1519,2615,8667,4664,228,97,,Texas
65000,"San Antonio city, Texas",2018,556760,509964,46796,556760,32512,19686,85452,74633,87988,82212,58443,56300,29582,2.6,509964,129261,93268,81475,96563,50117,270407,16903,60326,51544,50484,50593,31450,7648,1459,,Texas
72656,"The Woodlands CDP, Texas",2018,43349,40491,2858,43349,2484,3474,13737,12828,7448,3201,136,0,0,2.28,40491,8083,7811,9165,10683,4057,29403,607,0,552,1787,5507,11111,7495,2344,382100,Texas
1,United States,2019,138539906,121520180,17019726,138539906,4785640,3715688,18731885,19140568,18520320,20991871,14574442,14111092,6679375,2.48,121520180,22831475,19803199,22617626,26672883,14504987,1322750,77708394,5137750,8621352,9576933,10549229,15496144,15852636,9563467,2910883,Texas
77546,"Friendswood, Texas",2012,16747,15975,772,16747,1157,2902,3866,3512,4142,1016,75,32,45,6072,4071,3550,3550,1228,907,147,13322,258,594,3741,2938,3048,2240,416,87,180400,Texas
77546,"Friendswood, Texas",2013,128,107,78,67,59,344,216,100,190,150,148,243,72,,478,8,8,179,239,236,13271,327,637,3559,2886,2813,2476,437,136,184000,Texas
77546,"Friendswood, Texas",2014,81,16,39,58,244,242,430,485,216,429,447,332,0.08,,44,94,94,429,444,97,13759,324,700,3579,2921,2907,2681,481,166,184300,Texas
77546,"Friendswood, Texas",2015,17935,17294,641,17935,14,617,4318,3804,3389,3990,1608,148,21,17294,81,4542,4542,7829,2878,1006,13695,411,601,3600,2804,2693,2761,637,188,184500,Texas
77546,"Friendswood, Texas",2016,17980,17357,623,17980,134,802,4026,3986,3376,3948,1545,139,16,17357,640,5010,5010,6823,2900,1103,13663,349,591,2944,2813,2711,3226,878,151,204600,Texas
77546,"Friendswood, Texas",2017,18331,17615,716,18331,276,1055,3765,4137,3465,4097,1394,120,14,17615,1504,5221,5221,6067,2822,1126,13884,280,475,2690,2891,2961,3292,1126,169,220000,Texas
77546,"Friendswood, Texas",2018,18663,17894,769,18663,509,1108,3630,3912,3472,4585,1278,114,12,17894,896,1902,1902,4799,5593,2705,13999,246,483,2263,2894,3085,3637,1231,0,231300,Texas
